carat,cut,color,clarity,depth,table,price,x,y,z,resid
1.7,Ideal,I,VS1,60.1,57,12099,7.8,7.77,4.68,1.065007301055792
2.18,Very Good,F,SI2,63.4,60,12099,8.2,8.17,5.19,0.7020235618023436
1.18,Very Good,E,VVS2,61.5,58,12100,6.78,6.87,4.2,1.9638918424508545
1.28,Premium,E,VS1,60.8,60,12100,7.03,6.98,4.26,1.713619422225326
1.51,Ideal,G,VS2,60.8,54,12100,7.45,7.43,4.52,1.2991104432335439
2.15,Very Good,I,SI2,63.4,56,12100,8.2,8.15,5.18,0.7185759928167584
2.01,Premium,J,SI2,62.4,59,12105,8.05,8.1,5.04,0.8047426789022697
1.51,Very Good,H,VS2,62.4,55.6,12108,7.28,7.33,4.56,1.2999693592290682
2.02,Premium,D,SI2,61.1,57,12108,8.12,8.05,4.94,0.7982753979609893
1.53,Ideal,F,SI1,61.6,56,12109,7.39,7.34,4.54,1.271723087484124
1.21,Ideal,E,VS1,61.7,56,12111,6.82,6.85,4.22,1.8846910224502944
1.57,Premium,F,SI1,60.4,59,12112,7.57,7.54,4.56,1.2181961242835702
1.7,Good,H,VS2,63.3,57,12117,7.54,7.59,4.79,1.0665917403829273
2.06,Ideal,H,SI2,61.5,56,12119,8.23,8.18,5.04,0.7731719907310649
2.1,Good,H,SI1,63.7,61,12121,8.1,8.07,5.15,0.7487748218850397
2.1,Good,H,SI1,63.7,61,12121,8.1,8.07,5.15,0.7487748218850397
1.52,Ideal,H,VVS2,61.8,58,12123,7.41,7.35,4.56,1.28726168994726
1.75,Ideal,I,VS2,61,56,12127,7.75,7.82,4.75,1.0168559067635732
2.12,Premium,J,SI2,62.3,61,12140,8.21,8.16,5.1,0.7381300011568928
1.51,Very Good,F,SI1,62.6,57,12141,7.25,7.31,4.56,1.303512387710615
1.56,Ideal,H,VS2,60.7,57,12146,7.49,7.53,4.56,1.2347672727989896
1.5,Ideal,I,VVS2,60.8,57,12148,7.38,7.42,4.5,1.318868123094792
1.52,Premium,G,VS2,62.9,60,12148,7.31,7.28,4.59,1.2899162756313876
1.13,Ideal,D,VVS2,60.1,57,12150,6.78,6.83,4.09,2.120409789700253
1.13,Ideal,D,VVS2,61.7,57,12150,6.65,6.68,4.11,2.120409789700253
1.46,Premium,G,VS1,62.3,58,12151,7.2,7.25,4.5,1.380320766132622
1.5,Very Good,H,VS1,59.6,60,12152,7.39,7.42,4.41,1.319302389845894
1.12,Premium,D,VVS2,59.8,58,12152,6.87,6.77,4.08,2.152586644217697
1.51,Ideal,F,SI1,61.5,55,12152,7.39,7.35,4.53,1.3046933972044636
1.52,Ideal,F,SI1,61.2,55,12153,7.4,7.43,4.54,1.2904471927682133
2.03,Ideal,G,SI2,61.5,57,12154,8.15,8.07,4.99,0.7947041727843754
1.63,Ideal,H,VS2,62.4,55,12155,7.53,7.57,4.71,1.1480497068299853
1.5,Very Good,G,VS2,62.1,57,12156,7.21,7.31,4.51,1.3197366565969963
1.56,Premium,E,VS2,61.5,58,12156,7.47,7.43,4.58,1.235783876843778
1.59,Ideal,H,VS1,61.8,57,12157,7.49,7.42,4.61,1.19705750160427
1.52,Ideal,G,VS2,61.3,59,12161,7.35,7.4,4.52,1.291296660187136
1.9,Ideal,I,SI2,60.9,55,12165,8,8.06,4.89,0.8887209773889804
2.1,Ideal,I,SI1,61.6,57,12168,8.24,8.15,5.05,0.7516782470668396
1.74,Premium,I,VS2,58.6,59,12168,7.99,7.87,4.65,1.0301394343841863
2,Premium,H,SI2,62.7,58,12168,8.06,8.01,5.04,0.8157204764076474
1.58,Ideal,H,VS2,61.4,56,12170,7.48,7.54,4.62,1.2110748199096226
1.54,Ideal,H,VVS2,62.6,56,12171,7.42,7.35,4.62,1.2643553990888057
1.63,Ideal,I,VVS2,62.3,54.7,12174,7.49,7.52,4.69,1.1498442723939313
1.18,Very Good,F,VVS1,60.4,59,12175,6.82,6.86,4.13,1.9760647257718298
1.5,Very Good,D,SI1,61,59,12179,7.33,7.39,4.49,1.3222336904158292
2.11,Ideal,H,SI2,61.5,57,12179,8.3,8.25,5.09,0.7463919258454769
1.5,Premium,D,SI1,62.4,58,12179,7.31,7.27,4.55,1.3222336904158292
2.08,Ideal,J,SI2,62.3,55,12179,8.23,8.17,5.11,0.764520330116475
2.01,Premium,I,SI2,62.3,59,12182,8.01,7.97,4.98,0.8098616533983845
1.52,Ideal,F,SI1,62,54,12182,7.44,7.36,4.59,1.2935265121618025
1.52,Ideal,F,SI1,62.2,56,12183,7.41,7.31,4.58,1.2936326955891675
1.09,Ideal,D,VVS2,61.3,57,12185,6.61,6.66,4.07,2.258909586171189
1.62,Ideal,I,VVS1,61.5,58,12186,7.54,7.56,4.64,1.1629088441462208
1.7,Ideal,D,SI1,60,54,12190,7.76,7.71,4.64,1.0730175220985287
1.15,Ideal,E,VVS2,61.5,57,12193,6.72,6.75,4.14,2.06626197608034
1.54,Ideal,F,SI1,61.9,56,12195,7.44,7.38,4.59,1.2668485820300697
1.4,Very Good,E,VS1,59.1,57,12196,7.28,7.38,4.33,1.4863698077316683
1.5,Very Good,G,VS2,61.2,61,12196,7.29,7.34,4.48,1.3240793241080093
2.1,Very Good,J,SI2,62,62,12196,8.17,8.23,5.08,0.7534079471751459
2,Very Good,J,SI1,62.2,59,12196,7.92,7.97,4.94,0.8175975452225237
1.8,Good,F,SI2,57.9,58,12196,8.08,8.13,4.69,0.9754853401598798
1.5,Premium,G,VS2,62.5,59,12196,7.28,7.32,4.56,1.3240793241080093
1.54,Premium,H,IF,62.5,58,12196,7.33,7.38,4.6,1.2669524646526225
1.64,Ideal,I,VS2,60.6,57,12199,7.66,7.69,4.65,1.140456126588865
1.11,Very Good,D,VVS1,62.5,58,12200,6.67,6.6,4.15,2.193815450988353
1.51,Premium,F,VS2,61.9,60,12202,7.29,7.25,4.5,1.3100616221765042
0.35,Ideal,G,VS2,61,57,633,4.54,4.57,2.78,0.7875087278474325
0.4,Ideal,J,VS1,62.1,53,633,4.75,4.78,2.96,0.6296098310785871
0.4,Ideal,J,VS1,61.5,58,633,4.73,4.76,2.92,0.6296098310785871
0.4,Ideal,J,VS1,62.2,54,633,4.72,4.76,2.95,0.6296098310785871
0.29,Good,E,VVS2,62.7,61,633,4.2,4.22,2.64,1.0792434111841844
0.29,Good,F,IF,56.8,65,633,4.37,4.4,2.49,1.0792434111841844
0.38,Premium,I,VS2,62.5,58,633,4.58,4.61,2.87,0.6861240708643453
0.38,Very Good,D,SI2,61.1,58,633,4.62,4.68,2.84,0.6861240708643453
0.38,Premium,I,VS2,61.7,59,633,4.6,4.64,2.85,0.6861240708643453
0.38,Premium,H,SI1,59.7,60,633,4.66,4.68,2.79,0.6861240708643453
0.38,Very Good,D,SI2,59.2,61,633,4.67,4.72,2.78,0.6861240708643453
0.38,Premium,I,VS2,61.8,59,633,4.61,4.64,2.86,0.6861240708643453
0.43,Very Good,F,SI2,58.3,62,633,4.91,4.97,2.88,0.5577462652165635
0.38,Good,H,SI1,63.3,57,633,4.58,4.62,2.91,0.6861240708643453
0.38,Very Good,I,VS2,61.5,58,633,4.61,4.62,2.84,0.6861240708643453
0.38,Very Good,H,SI1,61.2,62,633,4.62,4.66,2.84,0.6861240708643453
0.38,Ideal,D,SI2,61.1,56,633,4.65,4.71,2.86,0.6861240708643453
0.38,Premium,I,VS2,60.2,58,633,4.69,4.75,2.84,0.6861240708643453
0.38,Very Good,D,SI2,62.1,55,633,4.62,4.65,2.88,0.6861240708643453
0.38,Very Good,E,SI2,61.6,57,633,4.61,4.65,2.85,0.6861240708643453
0.36,Very Good,F,VS2,63.1,56,634,4.5,4.53,2.85,0.7523816879696297
0.3,Very Good,G,VVS1,62.8,55,635,4.28,4.31,2.7,1.0228594010985637
0.31,Ideal,I,IF,60.9,57,635,4.39,4.44,2.69,0.9681698966949775
0.31,Ideal,I,IF,61.7,55,635,4.36,4.39,2.7,0.9681698966949775
0.31,Ideal,I,IF,60.9,57,635,4.37,4.4,2.67,0.9681698966949775
0.31,Ideal,I,IF,62,54,635,4.38,4.4,2.72,0.9681698966949775
0.31,Ideal,I,IF,62,54,635,4.36,4.42,2.72,0.9681698966949775
0.26,Premium,E,VVS1,60.9,59,635,4.09,4.12,2.5,1.3000631336658075
0.38,Premium,D,SI1,59.1,58,635,4.74,4.77,2.81,0.6882919194294779
0.26,Ideal,E,VVS1,61.7,56,635,4.09,4.11,2.53,1.3000631336658075
1.5,Ideal,D,SI1,60.3,57,12206,7.37,7.4,4.45,1.3251649909857626
1.56,Very Good,F,SI1,61,58,12207,7.41,7.48,4.54,1.2409685574721936
1.37,Ideal,G,VVS2,62.3,55.5,12207,7.05,7.14,4.43,1.542707521870775
1.33,Ideal,G,VVS2,62.6,57,12209,7.04,6.99,4.39,1.6215140199243676
1.7,Ideal,I,VS1,60.1,57,12209,7.8,7.77,4.68,1.074689985832727
2.01,Ideal,J,SI1,62.7,56,12209,8.08,8.03,5.05,0.811656618481438
2.01,Premium,J,SI1,60.7,61,12209,8.15,8.1,4.93,0.811656618481438
2,Premium,H,SI2,58.9,57,12210,8.09,58.9,8.06,0.8185360796299619
1.51,Ideal,G,VS2,60.8,54,12210,7.45,7.43,4.52,1.31092053817203
1.28,Premium,E,VS1,60.8,60,12210,7.03,6.98,4.26,1.7291977806091916
1.6,Premium,H,VS1,60,59,12210,7.61,7.58,4.56,1.1897103732609362
2,Ideal,E,SI2,62.3,56,12210,8.04,7.94,4.98,0.8185360796299619
2.21,Very Good,J,SI2,60.6,62,12215,8.37,8.45,5.1,0.6927051292923404
2.01,Good,H,SI2,57.6,60,12215,8.32,8.23,4.76,0.8120554996110045
1.51,Ideal,H,VS2,62.4,56,12219,7.33,7.28,4.56,1.311886818666996
2.18,Very Good,I,SI2,63.3,58,12220,8.22,8.18,5.19,0.7090443776530815
2,Very Good,I,SI2,63.7,61,12221,7.85,7.97,5.04,0.81927349952152
1.71,Good,E,SI1,63.8,58,12224,7.54,7.48,4.79,1.0654861961017683
1.51,Premium,H,VVS1,60.6,60,12224,7.4,7.42,4.49,1.3124236411642016
1.51,Very Good,E,SI1,60.3,58,12224,7.43,7.47,4.49,1.3124236411642016
1.65,Ideal,H,VVS2,62.1,56,12225,7.68,7.65,4.76,1.1313029035401512
1.56,Premium,D,SI1,62.6,58,12226,7.36,7.44,4.63,1.2429001051572903
2.11,Ideal,H,SI2,60,56,12226,8.43,8.35,5.03,0.7492723282196234
1.53,Premium,G,VS2,61.3,58,12228,7.48,7.4,4.56,1.2842208203613747
1.7,Very Good,H,VS2,63.3,57,12228,7.59,7.54,4.79,1.0763624495669255
1.51,Premium,G,VS2,59.2,61,12229,7.48,7.44,4.42,1.3129604636614056
2.01,Very Good,H,SI2,63.2,59,12229,8.04,8,5.07,0.812986222246663
1.21,Ideal,F,VVS1,59.8,60,12230,6.95,6.89,4.14,1.9032095784466259
1.61,Premium,D,SI1,59,60,12231,7.68,7.6,4.51,1.1793778557593708
1.52,Premium,H,VVS2,62.8,57,12232,7.38,7.27,4.6,1.2988356835300583
1.51,Premium,E,SI1,59.6,61,12236,7.53,7.43,4.46,1.3137120151574906
1.26,Ideal,F,VVS2,62.3,57,12237,6.87,6.92,4.3,1.7793672281545314
1.75,Premium,E,SI2,60.9,59,12238,7.78,7.75,4.73,1.02616332043973
1.75,Ideal,I,VS2,61,56,12238,7.82,7.75,4.75,1.02616332043973
1.61,Premium,H,VS1,62.5,58,12242,7.57,7.46,4.7,1.1804385340696768
1.91,Fair,I,VS1,59.5,68,12244,8.1,7.91,4.78,0.8866580645919727
1.66,Ideal,H,VS2,60.1,59,12244,7.67,7.64,4.6,1.121645893743697
1.5,Very Good,E,SI1,59.3,60,12247,7.4,7.5,4.42,1.3296162251845507
1.72,Good,D,SI2,63.4,62,12248,7.53,7.59,4.79,1.0571970245348785
1.51,Ideal,F,SI1,62.6,57,12252,7.31,7.25,4.56,1.3154298471485422
1.2,Very Good,E,VVS2,59.5,54,12253,6.98,6.96,4.15,1.9334922826632097
1.33,Ideal,G,VVS1,62.2,54,12255,7.02,7.06,4.38,1.627623418312156
1.7,Very Good,H,VS2,61.8,59,12257,7.58,7.66,4.71,1.0789151573717524
2.01,Very Good,J,SI1,59.3,62,12257,8.15,8.2,4.85,0.8148476675179767
2.01,Good,J,SI1,63.6,59,12257,7.96,8.01,5.08,0.8148476675179767
2.01,Premium,G,SI2,60.8,61,12260,8.14,8.07,4.93,0.8150471080827613
1.46,Premium,G,VS1,62.3,58,12261,7.25,7.2,4.5,1.392816468895735
1.51,Premium,D,SI1,61.1,60,12261,7.37,7.32,4.49,1.316396127643509
1.13,Ideal,D,VVS2,61.7,57,12261,6.68,6.65,4.11,2.1397814346925763
1.13,Ideal,D,VVS2,60.1,57,12261,6.83,6.78,4.09,2.1397814346925763
1.5,Ideal,E,SI1,60.4,59,12265,7.38,7.43,4.47,1.3315704255645069
2.02,Very Good,J,SI1,63,56,12267,7.95,8.01,5.03,0.8087582017498733
2.03,Premium,J,SI2,61.6,58,12268,8.12,8.15,5.01,0.802158202379359
2.03,Premium,J,SI2,62.7,59,12268,8.02,8.08,5.05,0.802158202379359
2.31,Premium,H,SI2,62.1,58,12269,8.55,8.47,5.29,0.6460340273907869
2.01,Premium,H,SI1,60,60,12271,8.16,8.13,4.89,0.8157783901536345
2.01,Very Good,G,SI2,63.3,56,12271,8.06,8.01,5.08,0.8157783901536345
2.01,Very Good,I,SI1,63.5,55,12271,8.07,8.01,5.11,0.8157783901536345
1.05,Ideal,F,VVS1,61.4,57,12273,6.51,6.53,4,2.4223373112784246
1.63,Very Good,F,SI1,59.7,62,12282,7.65,7.73,4.59,1.1600449608626797
1.52,Good,F,VS2,57.8,59,12283,7.58,7.5,4.36,1.3042510383256793
2.12,Ideal,I,SI1,62.2,57,12284,8.21,8.14,5.08,0.746885414679676
2.12,Ideal,H,SI2,61.4,57,12284,8.28,8.24,5.07,0.746885414679676
1.28,Very Good,F,VVS2,58.9,57,12285,7.13,7.17,4.21,1.7398193885981927
2.36,Good,J,SI2,58.9,64,12286,8.75,8.68,5.14,0.6241250353529522
1.76,Very Good,H,SI1,63.1,59,12288,7.69,7.59,4.82,1.0205639718198578
1.51,Very Good,I,IF,62.1,59,12291,7.25,7.31,4.52,1.319617062626734
1.51,Very Good,I,IF,62.2,62,12291,7.3,7.33,4.55,1.319617062626734
2.09,Very Good,H,SI2,60.1,63,12295,8.21,8.16,4.92,0.7656235735037811
1.62,Ideal,G,SI1,62.2,56,12295,7.48,7.53,4.67,1.1733107039863608
1.59,Very Good,H,VVS2,63,58,12297,7.43,7.48,4.7,1.2108428146111467
3.24,Premium,H,I1,62.1,58,12300,9.44,9.4,5.85,0.3673825361497379
1.57,Very Good,D,SI1,62.3,59,12304,7.39,7.44,4.62,1.2375070271784216
1.52,Premium,E,SI1,62.5,59,12305,7.26,7.33,4.56,1.306587073727711
1.54,Premium,H,IF,62.5,58,12308,7.38,7.33,4.6,1.2785873183785246
1.5,Premium,G,VS2,62.5,59,12308,7.32,7.28,4.56,1.3362387931388477
2,Premium,J,SI1,62.2,59,12308,7.97,7.92,4.94,0.8251058204820292
1.5,Premium,G,VS2,61.2,61,12308,7.34,7.29,4.48,1.3362387931388477
1.5,Premium,G,VS2,62.9,54,12308,7.31,7.26,4.58,1.3362387931388477
1.54,Premium,G,VS2,61.6,59,12308,7.46,7.4,4.58,1.2785873183785246
1.54,Premium,G,VS2,61.1,59,12308,7.44,7.4,4.53,1.2785873183785246
2.1,Premium,J,SI2,62,62,12308,8.23,8.17,5.08,0.7603267476083717
1.8,Good,F,SI2,57.9,58,12308,8.13,8.08,4.69,0.9844435525326178
1.7,Very Good,I,VS1,62.3,58.1,12311,7.57,7.66,4.74,1.083668475353158
1.51,Very Good,D,VS2,63.2,57,12311,7.27,7.25,4.59,1.32176435261555
1.16,Ideal,D,VVS2,61.9,55,12314,6.72,6.76,4.17,2.0567080069944175
1.05,Ideal,F,VVS1,59,60,12315,6.62,6.67,3.92,2.430626903641634
2.3,Ideal,J,SI1,62.3,57,12316,8.41,8.34,5.22,0.6532409278647953
1.51,Very Good,G,VS1,60.2,63,12317,7.36,7.39,4.44,1.3224085396121943
1.51,Premium,E,SI1,62.4,59,12319,7.33,7.29,4.56,1.3226232686110757
1.51,Good,G,VS1,64,57,12319,7.31,7.2,4.64,1.3226232686110757
1.57,Ideal,F,SI1,61.1,55,12320,7.53,7.55,4.61,1.2391162690863262
2.17,Premium,G,SI2,62.2,62,12321,8.32,8.24,5.15,0.7204342854779976
2.21,Premium,J,SI2,60.6,62,12327,8.45,8.37,5.1,0.6990565803345629
1.67,Ideal,H,VS2,61.7,55,12327,7.68,7.61,4.72,1.1179404588190873
2.02,Ideal,H,SI1,62.3,56,12332,8.11,8.06,5.04,0.8130436246824357
1.58,Ideal,H,VS2,61.4,56,12334,7.5,7.56,4.62,1.2273949736043783
1.51,Premium,H,VVS1,60.6,60,12336,7.42,7.4,4.49,1.3244484651015682
1.51,Premium,E,SI1,60.3,58,12336,7.47,7.43,4.49,1.3244484651015682
2.01,Ideal,I,SI2,62.1,57,12338,8.07,8.03,5,0.820232562767138
2.01,Premium,I,SI2,62,56,12338,8.01,7.87,4.92,0.820232562767138
2.01,Premium,I,SI2,62,56,12338,8.01,7.87,4.92,0.820232562767138
1.8,Premium,D,SI1,61.2,58,12338,7.88,7.7,4.79,0.9868430737038871
1.71,Premium,H,SI1,62.8,58,12338,7.62,7.53,4.76,1.0754228311112257
1.88,Very Good,H,VS2,63.1,55,12339,7.86,7.81,4.94,0.9175609448137421
2.04,Premium,H,SI1,62.2,60,12341,8.07,8,5,0.8003136123088971
1.37,Ideal,G,VVS1,62.6,55,12342,7.07,7.12,4.44,1.5597686765732062
2,Very Good,J,SI2,62.6,57,12342,7.95,7.99,4.99,0.8273851183286647
1.5,Very Good,D,SI1,62.8,58,12342,7.28,7.31,4.58,1.3399300605232094
1.71,Ideal,I,VS2,61.9,54,12342,7.65,7.75,4.77,1.0757714849712063
1.52,Premium,D,SI1,58.4,60,12342,7.57,7.52,4.41,1.3105158605402214
1.33,Premium,E,VS1,60.5,58,12342,7.15,7.1,4.31,1.6391781500455855
1.6,Premium,F,SI1,60.5,58,12343,7.62,7.53,4.58,1.2026695444029276
1.33,Ideal,G,VVS2,61.7,58,12345,7.04,7.07,4.35,1.6395765890708756
2.01,Ideal,I,SI2,62.1,55,12349,8.12,8.08,5.03,0.8209638448380103
2.13,Ideal,I,SI2,62.6,56,12356,8.21,8.14,5.12,0.7453618021080738
1.52,Very Good,G,VS2,62.8,54,12359,7.26,7.36,4.59,1.3123209788054284
1.72,Very Good,D,SI2,63.4,62,12360,7.59,7.53,4.79,1.0668644042497641
1.76,Very Good,H,SI1,62.6,58,12361,7.7,7.66,4.81,1.0266268925508837
1.74,Ideal,D,SI2,64.5,56,12361,7.56,7.54,4.87,1.0464787597323246
1.52,Ideal,F,SI1,61.5,55,12364,7.41,7.44,4.57,1.3128518959422528
2.38,Premium,J,SI1,62.4,58,12364,8.54,8.46,5.31,0.6192675134787996
2.01,Premium,J,SI1,60.5,59,12369,8.12,8.01,4.88,0.8222934486032358
2.01,Premium,J,SI1,59.3,62,12369,8.2,8.15,4.85,0.8222934486032358
2.01,Good,J,SI1,63.6,59,12369,8.01,7.96,5.08,0.8222934486032358
2.31,Very Good,J,SI2,60.7,63,12369,8.52,8.48,5.16,0.6512996075309028
1.55,Ideal,F,SI1,62.1,54,12373,7.42,7.45,4.61,1.2714732717360586
1.21,Ideal,D,VVS2,61.3,57,12375,6.85,6.88,4.21,1.9257742055009808
2.18,Very Good,G,SI2,63.3,59,12377,8.25,8.2,5.2,0.718154031277593
2.09,Premium,F,SI2,61.3,59,12377,8.19,8.15,5.01,0.7707298063648872
2.09,Premium,F,SI2,61.2,57,12377,8.26,8.21,5.04,0.7707298063648872
1.6,Very Good,H,VS1,61.2,58.6,12378,7.48,7.63,4.62,1.2060798525981864
1.77,Premium,I,VS2,62.3,58,12378,7.74,7.68,4.8,1.0183240392988437
1.83,Very Good,E,SI2,62,57,12379,7.81,7.89,4.87,0.9630723228523096
1.6,Ideal,F,SI1,62.2,55,12379,7.47,7.5,4.65,1.2061772899751941
2.03,Premium,J,SI2,62.7,59,12380,8.08,8.02,5.05,0.8094814595253066
2.03,Premium,J,SI2,61.6,58,12380,8.15,8.12,5.01,0.8094814595253066
2.1,Very Good,J,SI2,59.1,58,12381,8.4,8.46,4.98,0.7648363228907411
1.53,Very Good,E,SI1,62.6,57,12386,7.25,7.41,4.59,1.30081444888747
1.53,Very Good,E,SI1,60.8,60,12386,7.43,7.51,4.54,1.30081444888747
2,Premium,G,SI2,60.3,57,12388,8.25,8.06,4.92,0.8304688742388187
1.5,Ideal,F,SI1,61.8,56,12389,7.27,7.34,4.52,1.3450326948486495
1.11,Ideal,D,VVS2,62.3,56,12390,6.59,6.64,4.12,2.2279814293234184
2.01,Very Good,J,SI1,62.4,59,12392,8.02,8.08,5.02,0.8238224929332442
2.01,Very Good,J,SI1,60.3,58,12392,8.11,8.17,4.91,0.8238224929332442
1.57,Very Good,H,SI1,62.4,58,12392,7.39,7.49,4.64,1.2463578576718959
1.52,Ideal,D,VS2,61.6,57,12392,7.42,7.35,4.55,1.3158250319084763
1.69,Very Good,I,VVS2,60.4,59,12394,7.7,7.73,4.66,1.1018143031765317
1.63,Premium,F,SI1,59.7,62,12394,7.73,7.65,4.59,1.17062345260805
1.72,Very Good,I,VVS2,62.7,58,12396,7.54,7.6,4.75,1.0699717763009768
2.14,Ideal,H,SI2,61.9,57,12400,8.34,8.28,5.14,0.7421676532495032
2.1,Premium,J,VS2,58.3,54,12401,8.49,8.45,4.94,0.7660718229681028
1.54,Ideal,I,VS1,61.3,55,12401,7.39,7.47,4.56,1.288248402275924
2.05,Very Good,H,SI2,63.1,58,12401,8.05,8,5.07,0.7976413091478126
1.4,Premium,F,VS1,58.8,61,12401,7.35,7.32,4.31,1.511353885346049
2.01,Premium,J,SI2,62,59,12403,8.04,8.1,5,0.8245537750041181
1.67,Ideal,I,VS2,61.9,57,12406,7.56,7.59,4.69,1.1251049997655231
2.01,Premium,J,SI2,62.8,58,12407,8.09,8,5.05,0.8248196957571624
2.01,Premium,J,SI2,61.4,60,12407,8.14,8.07,4.98,0.8248196957571624
1.59,Premium,H,VVS2,63,58,12409,7.48,7.43,4.7,1.2218710650166487
1.53,Ideal,F,SI1,62.6,55,12415,7.39,7.37,4.62,1.3038601148827662
1.75,Premium,I,VS1,60.6,60,12416,7.8,7.84,4.74,1.0410887225510457
1.71,Ideal,H,SI1,61.4,57,12416,7.63,7.74,4.72,1.0822215813808538
1.57,Premium,D,SI1,62.3,59,12417,7.44,7.39,4.62,1.2488722981529967
1.24,Ideal,D,VS1,61.6,55,12417,6.92,6.9,4.26,1.8546088354737038
1.52,Premium,E,SI1,62.5,59,12418,7.33,7.26,4.56,1.318585801019969
2.01,Good,H,SI2,63.7,59,12423,7.89,7.84,5.01,0.8258833787693423
2.01,Premium,H,SI2,60.8,59,12423,8.08,8,4.89,0.8258833787693423
2.01,Very Good,H,SI2,62.2,63,12423,8.01,7.93,4.96,0.8258833787693423
1.62,Good,H,VS2,61.5,60.8,12429,7.48,7.53,4.62,1.1860983114962553
1.51,Very Good,G,VS1,60.2,63,12430,7.39,7.36,4.44,1.334540728049003
2.02,Premium,J,SI1,61.6,58,12431,8.14,8.1,5,0.8195706534566451
1.52,Ideal,E,SI1,62.8,55,12431,7.3,7.35,4.6,1.3199661855757145
1.57,Ideal,F,SI1,61.1,55,12432,7.55,7.53,4.61,1.2503809624416558
2,Ideal,J,SI1,62.4,54,12433,8.02,8.09,5.03,0.8334855919770119
1.51,Ideal,H,IF,62.7,56,12437,7.26,7.38,4.59,1.3352922795450883
1.51,Premium,G,VS2,60.7,60,12437,7.36,7.4,4.48,1.3352922795450883
2.11,Premium,J,SI2,61,58,12440,8.2,8.29,5.03,0.7623873517955274
2.11,Premium,J,SI2,60.7,60,12440,8.2,8.27,5,0.7623873517955274
1.9,Ideal,H,VS2,61.7,55,12443,7.9,7.81,4.85,0.9090304251254485
1.15,Ideal,E,VVS1,60.9,56,12447,6.79,6.8,4.14,2.1093055701034977
2.01,Fair,G,SI2,56.2,63,12450,8.28,8.23,4.64,0.8276783438523958
1.72,Very Good,I,VS1,60.5,59,12451,7.72,7.76,4.68,1.0747191502681062
2.08,Premium,H,SI2,59.7,59,12454,8.38,8.29,4.98,0.7817830849224541
2.04,Fair,E,SI2,67.4,56,12454,7.8,7.76,5.24,0.8076416601324844
2.04,Premium,H,SI1,60.6,61,12454,8.15,8.09,4.92,0.8076416601324844
1.37,Ideal,G,VVS1,62.6,55,12455,7.12,7.07,4.44,1.5740494949537578
1.14,Ideal,G,IF,59,59,12458,6.81,6.91,4.05,2.1422960693279847
2.15,Premium,H,SI2,62.2,56,12458,8.29,8.2,5.13,0.7398363403728241
1.58,Very Good,H,VVS2,60.9,58,12459,7.56,7.65,4.63,1.239834115140015
1.53,Ideal,H,VS1,61.3,57,12459,7.38,7.41,4.53,1.3084811253583875
1.51,Ideal,F,SI1,62.3,57,12459,7.33,7.3,4.56,1.3376542985327866
1.39,Ideal,G,VVS2,61.4,54,12462,7.22,7.3,4.44,1.5371435188014946
1.28,Ideal,E,VS1,62.2,55,12465,6.94,6.99,4.33,1.7653112477717927
1.5,Ideal,F,SI1,62,60,12466,7.32,7.29,4.53,1.3533923298073505
1.6,Good,E,SI1,63.6,58,12467,7.38,7.44,4.71,1.214751779151851
1.3,Ideal,G,IF,62.3,56,12467,6.95,6.99,4.34,1.7203113302053676
1.5,Ideal,G,VS2,62.6,56,12468,7.3,7.26,4.56,1.3536094631829014
2.4,Ideal,J,SI1,62,57,12468,8.53,8.47,5.27,0.6157801709852656
1.5,Very Good,E,VS2,59.4,62,12474,7.4,7.48,4.42,1.3542608633095528
1.52,Ideal,F,SI1,61.5,55,12477,7.44,7.41,4.57,1.3248506232345112
1.58,Very Good,H,VS1,60.3,62,12483,7.53,7.57,4.55,1.2422224303148572
2.02,Ideal,H,SI2,62.1,56,12485,8.13,8.09,5.04,0.8231308509698518
1.51,Good,G,VS1,63.1,55,12489,7.3,7.34,4.62,1.3408752335160108
1.51,Good,E,SI1,63.6,56,12490,7.34,7.23,4.63,1.3409825980154497
1.83,Premium,E,SI2,62,57,12492,7.89,7.81,4.87,0.9718635961766748
2.03,Premium,J,SI1,60.1,58,12492,8.26,8.21,4.95,0.8168047166712541
1.71,Very Good,H,VS2,58.8,60,12493,7.8,7.85,4.6,1.088933168185486
1.36,Ideal,F,VVS2,61.6,56,12494,7.08,7.17,4.39,1.5984830339775788
2.1,Premium,J,SI2,59.1,58,12494,8.46,8.4,4.98,0.7718168983278346
1.65,Ideal,I,VS2,61.5,57,12495,7.59,7.65,4.69,1.1562887345385833
1.52,Premium,G,VVS1,62.7,59,12498,7.32,7.35,4.6,1.3270804752091792
1.53,Premium,E,SI1,62.6,57,12499,7.41,7.25,4.59,1.3126820439725875
2.3,Premium,J,SI1,59.6,59,12499,8.61,8.56,5.12,0.6629472521420975
1.53,Premium,E,SI1,60.8,60,12499,7.51,7.43,4.54,1.3126820439725875
2.58,Fair,F,SI2,65.2,59,12500,8.58,8.51,5.57,0.546895171964326
1.52,Premium,D,SI1,60.2,58,12502,7.49,7.46,4.5,1.3275052089186394
1.57,Ideal,G,VS2,62.7,55,12506,7.42,7.49,4.68,1.2578237062657145
2.22,Fair,G,SI2,64.4,58,12508,8.32,8.15,5.3,0.7039746646495965
1.72,Premium,I,VVS2,62.7,58,12509,7.6,7.54,4.75,1.079725471906173
1.58,Premium,F,SI1,61.4,61,12512,7.48,7.45,4.58,1.245108311151124
